path	age	gender
common_voice_ko_36802422.mp3	teens	male_masculine
common_voice_ko_36802435.mp3	teens	male_masculine
common_voice_ko_36802469.mp3	teens	male_masculine
common_voice_ko_36802470.mp3	teens	male_masculine
common_voice_ko_36802471.mp3	teens	male_masculine
common_voice_ko_36802490.mp3	teens	male_masculine
common_voice_ko_36802505.mp3	teens	male_masculine
common_voice_ko_36802506.mp3	teens	male_masculine
common_voice_ko_39037996.mp3	twenties	female_feminine
common_voice_ko_39038027.mp3	twenties	female_feminine
common_voice_ko_39038028.mp3	twenties	female_feminine
common_voice_ko_39038046.mp3	twenties	female_feminine
common_voice_ko_39038047.mp3	twenties	female_feminine
common_voice_ko_39038071.mp3	twenties	female_feminine
common_voice_ko_39038072.mp3	twenties	female_feminine
common_voice_ko_39038093.mp3	twenties	female_feminine
common_voice_ko_39038144.mp3	twenties	female_feminine
common_voice_ko_39038156.mp3	twenties	female_feminine
common_voice_ko_39038398.mp3	twenties	female_feminine
common_voice_ko_39038401.mp3	twenties	female_feminine
common_voice_ko_36438704.mp3	fourties	male_masculine
common_voice_ko_36438706.mp3	fourties	male_masculine
common_voice_ko_36438713.mp3	fourties	male_masculine
common_voice_ko_36438714.mp3	fourties	male_masculine
common_voice_ko_36438715.mp3	fourties	male_masculine
common_voice_ko_36438716.mp3	fourties	male_masculine
common_voice_ko_36438717.mp3	fourties	male_masculine
common_voice_ko_36455824.mp3	fourties	male_masculine
common_voice_ko_36455825.mp3	fourties	male_masculine
common_voice_ko_36455828.mp3	fourties	male_masculine
common_voice_ko_36455842.mp3	fourties	male_masculine
common_voice_ko_36455843.mp3	fourties	male_masculine
common_voice_ko_37597007.mp3	twenties	male_masculine
common_voice_ko_37597008.mp3	twenties	male_masculine
common_voice_ko_37597009.mp3	twenties	male_masculine
common_voice_ko_37597011.mp3	twenties	male_masculine
common_voice_ko_37597013.mp3	twenties	male_masculine
common_voice_ko_37597038.mp3	twenties	male_masculine
common_voice_ko_37597039.mp3	twenties	male_masculine
common_voice_ko_37597040.mp3	twenties	male_masculine
common_voice_ko_37597042.mp3	twenties	male_masculine
common_voice_ko_37597043.mp3	twenties	male_masculine
common_voice_ko_37597064.mp3	twenties	male_masculine
common_voice_ko_37597065.mp3	twenties	male_masculine
common_voice_ko_37597066.mp3	twenties	male_masculine
common_voice_ko_37597067.mp3	twenties	male_masculine
common_voice_ko_39081988.mp3	twenties	female_feminine
common_voice_ko_39082012.mp3	twenties	female_feminine
common_voice_ko_39082018.mp3	twenties	female_feminine
common_voice_ko_39082021.mp3	twenties	female_feminine
common_voice_ko_39082116.mp3	twenties	female_feminine
common_voice_ko_39082133.mp3	twenties	female_feminine
common_voice_ko_39082224.mp3	twenties	female_feminine
common_voice_ko_39082226.mp3	twenties	female_feminine
common_voice_ko_39082264.mp3	twenties	female_feminine
common_voice_ko_39082311.mp3	twenties	female_feminine
common_voice_ko_39082338.mp3	twenties	female_feminine
common_voice_ko_39082343.mp3	twenties	female_feminine
common_voice_ko_39082449.mp3	twenties	female_feminine
common_voice_ko_39082487.mp3	twenties	female_feminine
common_voice_ko_40620768.mp3	twenties	female_feminine
common_voice_ko_40620769.mp3	twenties	female_feminine
common_voice_ko_40620778.mp3	twenties	female_feminine
common_voice_ko_40620801.mp3	twenties	female_feminine
common_voice_ko_40620807.mp3	twenties	female_feminine
common_voice_ko_40620812.mp3	twenties	female_feminine
common_voice_ko_40620813.mp3	twenties	female_feminine
common_voice_ko_40620847.mp3	twenties	female_feminine
common_voice_ko_40620849.mp3	twenties	female_feminine
common_voice_ko_36800748.mp3	twenties	male_masculine
common_voice_ko_36800749.mp3	twenties	male_masculine
common_voice_ko_36800750.mp3	twenties	male_masculine
common_voice_ko_36800751.mp3	twenties	male_masculine
common_voice_ko_36800752.mp3	twenties	male_masculine
common_voice_ko_36800753.mp3	twenties	male_masculine
common_voice_ko_36800754.mp3	twenties	male_masculine
common_voice_ko_36800756.mp3	twenties	male_masculine
common_voice_ko_36800757.mp3	twenties	male_masculine
common_voice_ko_36800759.mp3	twenties	male_masculine
common_voice_ko_36800760.mp3	twenties	male_masculine
common_voice_ko_36800761.mp3	twenties	male_masculine
common_voice_ko_36800762.mp3	twenties	male_masculine
common_voice_ko_36800763.mp3	twenties	male_masculine
common_voice_ko_36800764.mp3	twenties	male_masculine
common_voice_ko_36800765.mp3	twenties	male_masculine
common_voice_ko_38383607.mp3	twenties	male_masculine
common_voice_ko_38383609.mp3	twenties	male_masculine
common_voice_ko_38383612.mp3	twenties	male_masculine
common_voice_ko_38383613.mp3	twenties	male_masculine
common_voice_ko_38383614.mp3	twenties	male_masculine
common_voice_ko_38383615.mp3	twenties	male_masculine
common_voice_ko_38383618.mp3	twenties	male_masculine
common_voice_ko_38383619.mp3	twenties	male_masculine
common_voice_ko_38383620.mp3	twenties	male_masculine
common_voice_ko_38383622.mp3	twenties	male_masculine
common_voice_ko_38383626.mp3	twenties	male_masculine
common_voice_ko_38383629.mp3	twenties	male_masculine
common_voice_ko_38383630.mp3	twenties	male_masculine
common_voice_ko_38383631.mp3	twenties	male_masculine
common_voice_ko_38383632.mp3	twenties	male_masculine
common_voice_ko_38383634.mp3	twenties	male_masculine
common_voice_ko_38383635.mp3	twenties	male_masculine
common_voice_ko_38383636.mp3	twenties	male_masculine
common_voice_ko_38383637.mp3	twenties	male_masculine
common_voice_ko_36890292.mp3	twenties	male_masculine
common_voice_ko_36890293.mp3	twenties	male_masculine
common_voice_ko_36890295.mp3	twenties	male_masculine
common_voice_ko_36890351.mp3	twenties	male_masculine
common_voice_ko_36890353.mp3	twenties	male_masculine
common_voice_ko_36890355.mp3	twenties	male_masculine
common_voice_ko_36890381.mp3	twenties	male_masculine
common_voice_ko_36890541.mp3	twenties	male_masculine
common_voice_ko_36890542.mp3	twenties	male_masculine
common_voice_ko_36890609.mp3	twenties	male_masculine
common_voice_ko_36890610.mp3	twenties	male_masculine
common_voice_ko_36890611.mp3	twenties	male_masculine
common_voice_ko_36890640.mp3	twenties	male_masculine
common_voice_ko_36890642.mp3	twenties	male_masculine
common_voice_ko_36890701.mp3	twenties	male_masculine
common_voice_ko_36890765.mp3	twenties	male_masculine
common_voice_ko_36890766.mp3	twenties	male_masculine
common_voice_ko_36890767.mp3	twenties	male_masculine
common_voice_ko_36890768.mp3	twenties	male_masculine
common_voice_ko_35971950.mp3	teens	male_masculine
common_voice_ko_35971951.mp3	teens	male_masculine
common_voice_ko_35971952.mp3	teens	male_masculine
common_voice_ko_35971953.mp3	teens	male_masculine
common_voice_ko_35971974.mp3	teens	male_masculine
common_voice_ko_35971975.mp3	teens	male_masculine
common_voice_ko_35971976.mp3	teens	male_masculine
common_voice_ko_35971977.mp3	teens	male_masculine
common_voice_ko_35971978.mp3	teens	male_masculine
common_voice_ko_35972004.mp3	teens	male_masculine
common_voice_ko_35972005.mp3	teens	male_masculine
common_voice_ko_35972007.mp3	teens	male_masculine
common_voice_ko_35972008.mp3	teens	male_masculine
common_voice_ko_35972028.mp3	teens	male_masculine
common_voice_ko_35972029.mp3	teens	male_masculine
common_voice_ko_35972033.mp3	teens	male_masculine
common_voice_ko_35972097.mp3	teens	male_masculine
common_voice_ko_35972099.mp3	teens	male_masculine
common_voice_ko_35972100.mp3	teens	male_masculine
common_voice_ko_35972149.mp3	teens	male_masculine
common_voice_ko_35972151.mp3	teens	male_masculine
common_voice_ko_35972153.mp3	teens	male_masculine
common_voice_ko_35972155.mp3	teens	male_masculine
common_voice_ko_37211921.mp3	twenties	male_masculine
common_voice_ko_37211924.mp3	twenties	male_masculine
common_voice_ko_37211925.mp3	twenties	male_masculine
common_voice_ko_37211926.mp3	twenties	male_masculine
common_voice_ko_37211929.mp3	twenties	male_masculine
common_voice_ko_37211933.mp3	twenties	male_masculine
common_voice_ko_37211936.mp3	twenties	male_masculine
common_voice_ko_37211937.mp3	twenties	male_masculine
common_voice_ko_37211940.mp3	twenties	male_masculine
common_voice_ko_37211941.mp3	twenties	male_masculine
common_voice_ko_37211943.mp3	twenties	male_masculine
common_voice_ko_37211944.mp3	twenties	male_masculine
common_voice_ko_37211945.mp3	twenties	male_masculine
common_voice_ko_37211946.mp3	twenties	male_masculine
common_voice_ko_37211958.mp3	twenties	male_masculine
common_voice_ko_37211959.mp3	twenties	male_masculine
common_voice_ko_37211971.mp3	twenties	male_masculine
common_voice_ko_37211972.mp3	twenties	male_masculine
common_voice_ko_37211988.mp3	twenties	male_masculine
common_voice_ko_37211989.mp3	twenties	male_masculine
common_voice_ko_37212000.mp3	twenties	male_masculine
common_voice_ko_37212010.mp3	twenties	male_masculine
common_voice_ko_37212011.mp3	twenties	male_masculine
common_voice_ko_37212020.mp3	twenties	male_masculine
common_voice_ko_37212021.mp3	twenties	male_masculine
common_voice_ko_37212023.mp3	twenties	male_masculine
common_voice_ko_37195144.mp3	thirties	male_masculine
common_voice_ko_37195145.mp3	thirties	male_masculine
common_voice_ko_37195146.mp3	thirties	male_masculine
common_voice_ko_37195147.mp3	thirties	male_masculine
common_voice_ko_37195153.mp3	thirties	male_masculine
common_voice_ko_37195154.mp3	thirties	male_masculine
common_voice_ko_37195156.mp3	thirties	male_masculine
common_voice_ko_37195158.mp3	thirties	male_masculine
common_voice_ko_37195167.mp3	thirties	male_masculine
common_voice_ko_37195173.mp3	thirties	male_masculine
common_voice_ko_37195176.mp3	thirties	male_masculine
common_voice_ko_37195177.mp3	thirties	male_masculine
common_voice_ko_37195189.mp3	thirties	male_masculine
common_voice_ko_37195192.mp3	thirties	male_masculine
common_voice_ko_37195194.mp3	thirties	male_masculine
common_voice_ko_37195197.mp3	thirties	male_masculine
common_voice_ko_37195199.mp3	thirties	male_masculine
common_voice_ko_37195200.mp3	thirties	male_masculine
common_voice_ko_37195205.mp3	thirties	male_masculine
common_voice_ko_37195208.mp3	thirties	male_masculine
common_voice_ko_37195209.mp3	thirties	male_masculine
common_voice_ko_37195211.mp3	thirties	male_masculine
common_voice_ko_37195212.mp3	thirties	male_masculine
common_voice_ko_37195213.mp3	thirties	male_masculine
common_voice_ko_37195216.mp3	thirties	male_masculine
common_voice_ko_37195222.mp3	thirties	male_masculine
common_voice_ko_39968128.mp3	thirties	male_masculine
common_voice_ko_39968135.mp3	thirties	male_masculine
common_voice_ko_39968167.mp3	thirties	male_masculine
common_voice_ko_36394271.mp3	thirties	male_masculine
common_voice_ko_36394272.mp3	thirties	male_masculine
common_voice_ko_36394273.mp3	thirties	male_masculine
common_voice_ko_36396940.mp3	fourties	male_masculine
common_voice_ko_36396941.mp3	fourties	male_masculine
common_voice_ko_36396942.mp3	fourties	male_masculine
common_voice_ko_36396944.mp3	fourties	male_masculine
common_voice_ko_36412914.mp3	fourties	male_masculine
common_voice_ko_36412915.mp3	fourties	male_masculine
common_voice_ko_36412916.mp3	fourties	male_masculine
common_voice_ko_36412917.mp3	fourties	male_masculine
common_voice_ko_36416346.mp3	fourties	male_masculine
common_voice_ko_36416347.mp3	fourties	male_masculine
common_voice_ko_36416348.mp3	fourties	male_masculine
common_voice_ko_36416349.mp3	fourties	male_masculine
common_voice_ko_36416350.mp3	fourties	male_masculine
common_voice_ko_36433058.mp3	fourties	male_masculine
common_voice_ko_36433059.mp3	fourties	male_masculine
common_voice_ko_36433060.mp3	fourties	male_masculine
common_voice_ko_36433061.mp3	fourties	male_masculine
common_voice_ko_36458008.mp3	fourties	male_masculine
common_voice_ko_36458009.mp3	fourties	male_masculine
common_voice_ko_36832967.mp3	fourties	male_masculine
common_voice_ko_36832969.mp3	fourties	male_masculine
common_voice_ko_36835724.mp3	fourties	male_masculine
common_voice_ko_36835725.mp3	fourties	male_masculine
common_voice_ko_37451174.mp3	fourties	male_masculine
common_voice_ko_38552847.mp3	fourties	male_masculine
common_voice_ko_38552848.mp3	fourties	male_masculine
common_voice_ko_36314559.mp3	twenties	female_feminine
common_voice_ko_36314560.mp3	twenties	female_feminine
common_voice_ko_36314561.mp3	twenties	female_feminine
common_voice_ko_36314562.mp3	twenties	female_feminine
common_voice_ko_36314563.mp3	twenties	female_feminine
common_voice_ko_36314570.mp3	twenties	female_feminine
common_voice_ko_36314578.mp3	twenties	female_feminine
common_voice_ko_36314592.mp3	twenties	female_feminine
common_voice_ko_36314601.mp3	twenties	female_feminine
common_voice_ko_36314612.mp3	twenties	female_feminine
common_voice_ko_36314613.mp3	twenties	female_feminine
common_voice_ko_36314620.mp3	twenties	female_feminine
common_voice_ko_36314622.mp3	twenties	female_feminine
common_voice_ko_36314623.mp3	twenties	female_feminine
common_voice_ko_36314629.mp3	twenties	female_feminine
common_voice_ko_36314650.mp3	twenties	female_feminine
common_voice_ko_36314656.mp3	twenties	female_feminine
common_voice_ko_36314664.mp3	twenties	female_feminine
common_voice_ko_36314666.mp3	twenties	female_feminine
common_voice_ko_36314677.mp3	twenties	female_feminine
common_voice_ko_36314686.mp3	twenties	female_feminine
common_voice_ko_36314693.mp3	twenties	female_feminine
common_voice_ko_36314694.mp3	twenties	female_feminine
common_voice_ko_36314695.mp3	twenties	female_feminine
common_voice_ko_36314697.mp3	twenties	female_feminine
common_voice_ko_36314698.mp3	twenties	female_feminine
common_voice_ko_36314699.mp3	twenties	female_feminine
common_voice_ko_36314700.mp3	twenties	female_feminine
common_voice_ko_36314701.mp3	twenties	female_feminine
common_voice_ko_36314702.mp3	twenties	female_feminine
common_voice_ko_37159811.mp3	twenties	male_masculine
common_voice_ko_37159812.mp3	twenties	male_masculine
common_voice_ko_37159814.mp3	twenties	male_masculine
common_voice_ko_37159816.mp3	twenties	male_masculine
common_voice_ko_37159817.mp3	twenties	male_masculine
common_voice_ko_37159818.mp3	twenties	male_masculine
common_voice_ko_37159819.mp3	twenties	male_masculine
common_voice_ko_37159820.mp3	twenties	male_masculine
common_voice_ko_37159821.mp3	twenties	male_masculine
common_voice_ko_37159822.mp3	twenties	male_masculine
common_voice_ko_37159823.mp3	twenties	male_masculine
common_voice_ko_37159824.mp3	twenties	male_masculine
common_voice_ko_37159826.mp3	twenties	male_masculine
common_voice_ko_37159827.mp3	twenties	male_masculine
common_voice_ko_37159828.mp3	twenties	male_masculine
common_voice_ko_37159829.mp3	twenties	male_masculine
common_voice_ko_37159830.mp3	twenties	male_masculine
common_voice_ko_37159831.mp3	twenties	male_masculine
common_voice_ko_37159832.mp3	twenties	male_masculine
common_voice_ko_37159833.mp3	twenties	male_masculine
common_voice_ko_37159836.mp3	twenties	male_masculine
common_voice_ko_37159837.mp3	twenties	male_masculine
common_voice_ko_37159838.mp3	twenties	male_masculine
common_voice_ko_37159839.mp3	twenties	male_masculine
common_voice_ko_37159841.mp3	twenties	male_masculine
common_voice_ko_37159843.mp3	twenties	male_masculine
common_voice_ko_37159845.mp3	twenties	male_masculine
common_voice_ko_36545184.mp3	thirties	male_masculine
common_voice_ko_36545185.mp3	thirties	male_masculine
common_voice_ko_36545186.mp3	thirties	male_masculine
common_voice_ko_36545187.mp3	thirties	male_masculine
common_voice_ko_36545188.mp3	thirties	male_masculine
common_voice_ko_36545189.mp3	thirties	male_masculine
common_voice_ko_36545191.mp3	thirties	male_masculine
common_voice_ko_36545192.mp3	thirties	male_masculine
common_voice_ko_36545194.mp3	thirties	male_masculine
common_voice_ko_36545196.mp3	thirties	male_masculine
common_voice_ko_36545197.mp3	thirties	male_masculine
common_voice_ko_36545198.mp3	thirties	male_masculine
common_voice_ko_36545199.mp3	thirties	male_masculine
common_voice_ko_36545200.mp3	thirties	male_masculine
common_voice_ko_36545201.mp3	thirties	male_masculine
common_voice_ko_36545202.mp3	thirties	male_masculine
common_voice_ko_36545209.mp3	thirties	male_masculine
common_voice_ko_36545211.mp3	thirties	male_masculine
common_voice_ko_36545212.mp3	thirties	male_masculine
common_voice_ko_36545213.mp3	thirties	male_masculine
common_voice_ko_36545219.mp3	thirties	male_masculine
common_voice_ko_36545220.mp3	thirties	male_masculine
common_voice_ko_36545222.mp3	thirties	male_masculine
common_voice_ko_36545223.mp3	thirties	male_masculine
common_voice_ko_36545224.mp3	thirties	male_masculine
common_voice_ko_36545225.mp3	thirties	male_masculine
common_voice_ko_36545228.mp3	thirties	male_masculine
common_voice_ko_36545229.mp3	thirties	male_masculine
common_voice_ko_36545230.mp3	thirties	male_masculine
common_voice_ko_36545231.mp3	thirties	male_masculine
common_voice_ko_36545232.mp3	thirties	male_masculine
common_voice_ko_36545233.mp3	thirties	male_masculine
common_voice_ko_36545234.mp3	thirties	male_masculine
common_voice_ko_36545236.mp3	thirties	male_masculine
common_voice_ko_36545237.mp3	thirties	male_masculine
common_voice_ko_36545238.mp3	thirties	male_masculine
common_voice_ko_36545239.mp3	thirties	male_masculine
common_voice_ko_36545240.mp3	thirties	male_masculine
common_voice_ko_36545242.mp3	thirties	male_masculine
common_voice_ko_36545248.mp3	thirties	male_masculine
common_voice_ko_36545254.mp3	thirties	male_masculine
common_voice_ko_36545255.mp3	thirties	male_masculine
common_voice_ko_36545256.mp3	thirties	male_masculine
common_voice_ko_36545257.mp3	thirties	male_masculine
common_voice_ko_36545258.mp3	thirties	male_masculine
common_voice_ko_36545264.mp3	thirties	male_masculine
common_voice_ko_36545265.mp3	thirties	male_masculine
common_voice_ko_36545267.mp3	thirties	male_masculine
common_voice_ko_36545268.mp3	thirties	male_masculine
common_voice_ko_36545269.mp3	thirties	male_masculine
common_voice_ko_36545270.mp3	thirties	male_masculine
common_voice_ko_36545272.mp3	thirties	male_masculine
common_voice_ko_36545273.mp3	thirties	male_masculine
common_voice_ko_36552124.mp3	thirties	male_masculine
common_voice_ko_36552127.mp3	thirties	male_masculine
common_voice_ko_36552128.mp3	thirties	male_masculine
common_voice_ko_35904811.mp3	twenties	male_masculine
common_voice_ko_35904816.mp3	twenties	male_masculine
common_voice_ko_35904865.mp3	twenties	male_masculine
common_voice_ko_35904867.mp3	twenties	male_masculine
common_voice_ko_35904871.mp3	twenties	male_masculine
common_voice_ko_35904923.mp3	twenties	male_masculine
common_voice_ko_35904924.mp3	twenties	male_masculine
common_voice_ko_35904925.mp3	twenties	male_masculine
common_voice_ko_35905257.mp3	twenties	male_masculine
common_voice_ko_35905260.mp3	twenties	male_masculine
common_voice_ko_35905264.mp3	twenties	male_masculine
common_voice_ko_35905298.mp3	twenties	male_masculine
common_voice_ko_35905300.mp3	twenties	male_masculine
common_voice_ko_35905303.mp3	twenties	male_masculine
common_voice_ko_35905371.mp3	twenties	male_masculine
common_voice_ko_35905373.mp3	twenties	male_masculine
common_voice_ko_35905374.mp3	twenties	male_masculine
common_voice_ko_35905375.mp3	twenties	male_masculine
common_voice_ko_35905376.mp3	twenties	male_masculine
common_voice_ko_35905424.mp3	twenties	male_masculine
common_voice_ko_35905435.mp3	twenties	male_masculine
common_voice_ko_35905437.mp3	twenties	male_masculine
common_voice_ko_35905469.mp3	twenties	male_masculine
common_voice_ko_35905471.mp3	twenties	male_masculine
common_voice_ko_35905473.mp3	twenties	male_masculine
common_voice_ko_35905905.mp3	twenties	male_masculine
common_voice_ko_35905908.mp3	twenties	male_masculine
common_voice_ko_35905909.mp3	twenties	male_masculine
common_voice_ko_36524775.mp3	twenties	male_masculine
common_voice_ko_36524808.mp3	twenties	male_masculine
common_voice_ko_36524809.mp3	twenties	male_masculine
common_voice_ko_36524843.mp3	twenties	male_masculine
common_voice_ko_36524845.mp3	twenties	male_masculine
common_voice_ko_36524846.mp3	twenties	male_masculine
common_voice_ko_36524847.mp3	twenties	male_masculine
common_voice_ko_36524853.mp3	twenties	male_masculine
common_voice_ko_36524855.mp3	twenties	male_masculine
common_voice_ko_36524856.mp3	twenties	male_masculine
common_voice_ko_36524857.mp3	twenties	male_masculine
common_voice_ko_36524868.mp3	twenties	male_masculine
common_voice_ko_36524870.mp3	twenties	male_masculine
common_voice_ko_36524871.mp3	twenties	male_masculine
common_voice_ko_36524880.mp3	twenties	male_masculine
common_voice_ko_36524882.mp3	twenties	male_masculine
common_voice_ko_36524888.mp3	twenties	male_masculine
common_voice_ko_36524889.mp3	twenties	male_masculine
common_voice_ko_36524898.mp3	twenties	male_masculine
common_voice_ko_36524900.mp3	twenties	male_masculine
common_voice_ko_36524902.mp3	twenties	male_masculine
common_voice_ko_36524903.mp3	twenties	male_masculine
common_voice_ko_36524916.mp3	twenties	male_masculine
common_voice_ko_36524917.mp3	twenties	male_masculine
common_voice_ko_36524929.mp3	twenties	male_masculine
common_voice_ko_36524930.mp3	twenties	male_masculine
common_voice_ko_36524931.mp3	twenties	male_masculine
common_voice_ko_36524937.mp3	twenties	male_masculine
common_voice_ko_36524938.mp3	twenties	male_masculine
common_voice_ko_36524939.mp3	twenties	male_masculine
common_voice_ko_36524950.mp3	twenties	male_masculine
common_voice_ko_36524951.mp3	twenties	male_masculine
common_voice_ko_36524952.mp3	twenties	male_masculine
common_voice_ko_36524953.mp3	twenties	male_masculine
common_voice_ko_36524982.mp3	twenties	male_masculine
common_voice_ko_36524983.mp3	twenties	male_masculine
common_voice_ko_36524984.mp3	twenties	male_masculine
common_voice_ko_36524997.mp3	twenties	male_masculine
common_voice_ko_36524998.mp3	twenties	male_masculine
common_voice_ko_36525000.mp3	twenties	male_masculine
common_voice_ko_36525001.mp3	twenties	male_masculine
common_voice_ko_36525116.mp3	twenties	male_masculine
common_voice_ko_36525118.mp3	twenties	male_masculine
common_voice_ko_36525119.mp3	twenties	male_masculine
common_voice_ko_36525120.mp3	twenties	male_masculine
common_voice_ko_36525130.mp3	twenties	male_masculine
common_voice_ko_36525131.mp3	twenties	male_masculine
common_voice_ko_36525133.mp3	twenties	male_masculine
common_voice_ko_36525134.mp3	twenties	male_masculine
common_voice_ko_36525146.mp3	twenties	male_masculine
common_voice_ko_36525148.mp3	twenties	male_masculine
common_voice_ko_36525149.mp3	twenties	male_masculine
common_voice_ko_36525151.mp3	twenties	male_masculine
common_voice_ko_36525167.mp3	twenties	male_masculine
common_voice_ko_36525199.mp3	twenties	male_masculine
common_voice_ko_36525200.mp3	twenties	male_masculine
common_voice_ko_36525202.mp3	twenties	male_masculine
common_voice_ko_36525263.mp3	twenties	male_masculine
common_voice_ko_36525264.mp3	twenties	male_masculine
common_voice_ko_36525266.mp3	twenties	male_masculine
common_voice_ko_36525267.mp3	twenties	male_masculine
common_voice_ko_35850231.mp3	thirties	male_masculine
common_voice_ko_35850233.mp3	thirties	male_masculine
common_voice_ko_35850234.mp3	thirties	male_masculine
common_voice_ko_35850365.mp3	thirties	male_masculine
common_voice_ko_35850368.mp3	thirties	male_masculine
common_voice_ko_35850370.mp3	thirties	male_masculine
common_voice_ko_35850371.mp3	thirties	male_masculine
common_voice_ko_35850372.mp3	thirties	male_masculine
common_voice_ko_35850420.mp3	thirties	male_masculine
common_voice_ko_35850422.mp3	thirties	male_masculine
common_voice_ko_35850423.mp3	thirties	male_masculine
common_voice_ko_35850425.mp3	thirties	male_masculine
common_voice_ko_35850426.mp3	thirties	male_masculine
common_voice_ko_35850466.mp3	thirties	male_masculine
common_voice_ko_35850472.mp3	thirties	male_masculine
common_voice_ko_35850476.mp3	thirties	male_masculine
common_voice_ko_35850516.mp3	thirties	male_masculine
common_voice_ko_35850517.mp3	thirties	male_masculine
common_voice_ko_35850518.mp3	thirties	male_masculine
common_voice_ko_35850519.mp3	thirties	male_masculine
common_voice_ko_35850520.mp3	thirties	male_masculine
common_voice_ko_35850616.mp3	thirties	male_masculine
common_voice_ko_35850617.mp3	thirties	male_masculine
common_voice_ko_35850619.mp3	thirties	male_masculine
common_voice_ko_35850620.mp3	thirties	male_masculine
common_voice_ko_35850623.mp3	thirties	male_masculine
common_voice_ko_35850705.mp3	thirties	male_masculine
common_voice_ko_35850706.mp3	thirties	male_masculine
common_voice_ko_35850708.mp3	thirties	male_masculine
common_voice_ko_35850710.mp3	thirties	male_masculine
common_voice_ko_35850711.mp3	thirties	male_masculine
common_voice_ko_35850745.mp3	thirties	male_masculine
common_voice_ko_35850746.mp3	thirties	male_masculine
common_voice_ko_35850747.mp3	thirties	male_masculine
